rpid,mid,text,result
211354227008,497302627,原来你哟西爹还给别人戴绿帽啊,True
211354267856,23215409,我螺跑的最快,True
211352955408,253641449,国外风评很差的 就国内很多人跪久了起不来了,True
211352975872,473915114,哟西！,False
211352158768,406769110,公关、宣发也是主办该干的活,False
211352022640,334245808,梅西是第一兽腰，回撤能场均抢断50次[doge],False
211351615888,2966677,奥运会在法国哦[滑稽],False
211351615888,2966677,奥运会在法国哦[滑稽],False
211351000000,1919436176,燕国地图还是太短了[doge],False
211350648160,626945554,"两回事吧这属于，一个封建道德压迫，一个属于给钱了但没办事，没法相提并论。
而且照你说的，梅西不是不想给球迷踢球，而是因为梅西被老板压迫了，所以踢不了球。这话说出去你信吗。
而且，就算价格没谈拢，也是可以提前发声明，到时候球迷骂的可就不是他了。
一个人主动犯罪了，就算罪犯有多少苦衷，他都是犯罪了。",False
211350648160,626945554,"两回事吧这属于，一个封建道德压迫，一个属于给钱了但没办事，没法相提并论。
而且照你说的，梅西不是不想给球迷踢球，而是因为梅西被老板压迫了，所以踢不了球。这话说出去你信吗。
而且，就算价格没谈拢，也是可以提前发声明，到时候球迷骂的可就不是他了。
一个人主动犯罪了，就算罪犯有多少苦衷，他都是犯罪了。",False
211350563808,353556010,好喜欢这个号,False
211350297488,3493133541182078,合同没有问题那怎么不告他？就会骂？,True
211349865104,38469140,这些事情是三方合同，梅西与主办方 球迷与主办方，主办方太过业余，同时梅西背后的团队也有点业余。可惜了,False
211349193760,1600100521,日本人在中国被克制了，必须回本土才能超常发挥,False
211349170256,478061377,张郃～最长的郃,False
211349135536,26694587,无关场外 和前锋比进球 和中场比助攻 明眼人都知道哪个强,True
211349034112,1600100521,呦西是吧,True
211348772896,13369854,不落井下石，理智罗粉[打call],False
211348708496,457631206,降智解说，本以为你要客观，其实就是狗屁[喜极而泣],True
211348730400,399870973,符合霉结晶大脑容量,True
211348549072,353556010,真别说，真的很多批小将的号点进去，世界杯之前都是个篮球迷,False
211348549072,353556010,真别说，真的很多批小将的号点进去，世界杯之前都是个篮球迷,False
211347360080,260140788,追平c罗很有机会，但追平梅西真的挺难，毕竟很少有巨星能连续八年不是被逆转就是被惨案。,False
211347077584,295445112,只是踢的职责不同,False
211346950512,295445112,而C罗是边锋或者内切型边锋需要前插,False
211346918592,295445112,梅西只是伪九号不需要前插,False
211346424016,1690085513,我确实是[笑哭],False
211346320720,400797215,呦西发力了你这么吹？,True
211345898512,1316036915,网络上，指鹿为马。真的是常态。。,False
211345839552,361149671,人家说确实是受伤了，又没说合同没问题，你就是个极端民族主义民粹 伪爱国的愤青,True
211345951744,84113570,当年玩实况的时候给最弱的中国队加了一个身高1m99，身高体重头球好，脚法一般的球员，就打下底传中，老好用了,False
211345623616,1535968,15年我觉得是，方方面面的巅峰,False
211345473376,430589515,国服球王阿伟罗,False
211345473376,430589515,国服球王阿伟罗,True
211344995520,424290116,"哈兰德评价梅西，结晶：我梅历史第一
世足队长投梅西，结晶：我梅理所应当
梅西双手插兜，结晶：我梅害羞
梅西回应中国球迷，结晶：我梅道歉了
c罗做刀削面被禁赛，结晶：c罗qjf
c罗四孩三妈，结晶：c罗qjf
c罗真性侵，结晶：c罗qjf
[大笑][大笑][大笑][大笑][大笑][大笑]",True
211344995520,424290116,"哈兰德评价梅西，结晶：我梅历史第一
世足队长投梅西，结晶：我梅理所应当
梅西双手插兜，结晶：我梅害羞
梅西回应中国球迷，结晶：我梅道歉了
c罗做刀削面被禁赛，结晶：c罗qjf
c罗四孩三妈，结晶：c罗qjf
c罗真性侵，结晶：c罗qjf
[大笑][大笑][大笑][大笑][大笑][大笑]",True
211344653040,8890956,[吃瓜]没有国家大赛的时候 五冠王 射手王都拿不到一个世足，输给美职联的  更别提有国家大赛了,True
211344653040,8890956,[吃瓜]没有国家大赛的时候 五冠王 射手王都拿不到一个世足，输给美职联的  更别提有国家大赛了,False
211344191904,356317762,哈哈 难绷,False
211344191904,356317762,哈哈 难绷,False
211343905072,424290116,儒赢！,False
211343492992,11951492,皇马和拜仁梅西没来的两年里巴黎都赢过啊,False
211343615536,13377532,而且你们牢鼠之前辱骂哈兰德的时候也没见你们多留情，把他当下一个C罗来骂了，现在又同情起来了，-不-啊[调皮],True
211343434320,2185658,喜欢强奸犯让你不自卑？,True
211343351520,3546619570030789,哈兰德:不知道谁偷了我的荣誉？What can i say[吃瓜],False
211343334912,349720598,钓出三个逆天梅结晶   [OK],False
211343334912,349720598,钓出三个逆天梅结晶   [OK],True
211343403520,487310892,那问题是梅西连一个小时都没有工作，哪怕是上台打个招呼呢，霍家也有错但哟西过来这一趟是干什么的，公费旅游吗？好一个围资救哟，明明是梅西给粉丝甩脸色，你搁这用资本家和员工作比较,True
211343253456,11951492,球场上那不更是? 无论是给梅西球权让梅西组织进攻还是让梅西踢点球，这不都说明巴黎欧冠以梅西为核心?,False
211343384432,424290116,雀食无与伦比[大笑],False
211343384432,424290116,雀食无与伦比[大笑],False
211343206592,13377532,你们牢鼠不看人回答吗？我说这个问题无良记者刻意引导，换个环境问类似的问题也是这个答案[给心心][给心心][给心心][给心心][给心心][给心心]怪不得你们不管怎么样都能一转C罗，一想到C罗也这么劣迹斑斑，你们牢鼠就放心了，我们还有个C罗可以骂[给心心][给心心][给心心][给心心],True
211343204544,349720598,钓出三个逆天梅结晶   [OK],True
211343052512,475065824,神功大成,False
211342963552,424290116,哈兰德：我不知道[笑],False
211342963552,424290116,哈兰德：我不知道[笑],False
211342761728,522640274,让你看球偏要看新闻，球场上是那么回事吗,False
211342669056,3494358020000212,能力强到被人按地上摩擦吗？球王带队豪门被人各种打爆，看看人家马拉多纳的带队成绩，代领那不勒斯从保级队到两夺意甲冠军，联盟杯冠军，意大利杯冠军，这可是被称为小世界杯期间的意甲，世界杯羞辱死敌英格兰带队夺冠，梅西拿着世界第一高薪，代领着比皇马薪水还高的巴萨，年年被逆转屠杀，世界杯期间也是迪马利亚表现才是真大腿，就这也好意思叫球王？,True
211342565184,8580489,所以一直被人看不起啊，普遍素质不行，智力更不行，繁荣富强，还有很远的路要走,True
211342395296,489727579,去掉一个8常数，巴黎由16强变成8强,False
211342326848,6705072,双方都是Ai？那巨人队的太蠢。都是真人？那巨人选手太菜了。巨人沉迷于带球突破，矮人掌控了制空权。,False
211342113152,652249618,是不是都怪摩洛哥，不然我罗就世界杯冠军了,True
211342171776,288076072,梅西21年拿金球已经原谅莱万了,True
211341994592,652249618,我罗嘴是真硬，反正夸C罗就是对的，夸梅西就是假的呗,True
211341953488,487310892,是，但就这件事情，霍这个资本家别管什么原因他能站出来为粉丝站台，在这件事情上我支持他,False
211341953488,487310892,是，但就这件事情，霍这个资本家别管什么原因他能站出来为粉丝站台，在这件事情上我支持他,False
211341347952,23443522, 0:5利物浦的时候 还是索尔斯克亚呢，还对自己迷弟来上三脚呢[脱单doge],False
211341347952,23443522, 0:5利物浦的时候 还是索尔斯克亚呢，还对自己迷弟来上三脚呢[脱单doge],False
211341281328,3494359383149425,细节BGMChina,False
211340996240,490926420,[抠鼻]国足出来人原因就在这啦 从小不去培养兴趣有几个能踢出来的,False
211340792944,25679819,马上每周杯又来了,False
211340792944,25679819,马上每周杯又来了,False
211340832400,407327121,"看了下金球、世足、劳伦斯的评选机制，都是靠候选名单兜底公平公正，也就是只要进了候选名单，选谁都能说的过去（理论上是如此），之后再是人气、评委偏向这些相对不公平的因素。
换言之，怎么进的候选名单才是关键。",False
211340742800,1831803340,西班牙国家队确实太弱了，五大联赛球员就没几个[笑哭],False
211340573744,175173356,大家都冷静一点，我来说两句 呦西 呦西,False
211340573744,175173356,大家都冷静一点，我来说两句 呦西 呦西,False
211340392688,407683637,joker在外国人眼里基本都是王牌,False
211340392688,407683637,joker在外国人眼里基本都是王牌,False
211340384576,407683637,用joker在外国人眼里是在夸他们，一点攻击性也没有，你要是想别人喷你你却一直夸别人那你就用吧,False
211340318608,250606338,这就冲我来我了没回应上面的问题人家连拿🎤的时间都没，解释一句会得重病死的哦，见识到梅粉的疯狂了，A|哟西爱你哦～看你在外面润的舒服哦不要回我了，我懒B一个，懒的回你了，打字费劲,True
211340384576,407683637,用joker在外国人眼里是在夸他们，一点攻击性也没有，你要是想别人喷你你却一直夸别人那你就用吧,False
211340032016,858084,"阿根廷对中国有好感，但是中国未必对阿根廷有好感了

去年年中，中国和阿根廷搞了1300亿人民币/6.5万亿阿根廷比索的货币互换，本意就是中阿贸易可以去美元化，结果阿根廷把1300亿人民币拿到手里立马去国际市场全换美元了，导致了哪个时间段人民币汇率波动。。。中国无端端当了冤大头，拿着不断贬值还花不出去的阿根廷比索。",False
211339909200,511009126,怎么全是数字生命？🤔,False
211339586960,315523525,不想活在二手日本呗,False
211339586960,315523525,不想活在二手日本呗,False
211339684336,56232961,什么大佐图纸,False
211339682480,24622500,卤蛋这厮 真是没一句实话！,True
211339682480,24622500,卤蛋这厮 真是没一句实话！,False
211339433392,601785782,不如我跟梅西的共同点是我们都看不起你这样的儒迷[贝拉个性装扮2.0_哈哈哈哈哈],True
211339420112,123805849,反正人家呦西还有粉，而且还在帮忙洗，说没给上场的钱,False
211339343296,3546600798423309,我冰力王怎么你们了[微笑],False
211339343296,3546600798423309,我冰力王怎么你们了[微笑],False
211339242096,38585362,的篮球事迹，但只涉及篮球[嗑瓜子],False
211339036096,1119102332,让蠕虫卵们先站起来,False
211339027120,402374743,你难道说的光影[tv_坏笑],False
211339027120,402374743,你难道说的光影[tv_坏笑],False
211338993904,285272215,我最服的是三连时期的，怎么踢怎么有    盘带本来也不是罗的强项，而且荣誉集中收割就是那几年,False
211338872112,1440421863,持续鞭尸[滑稽],True
211338789888,33807732,一家子都天生儒鼠,False
211338789888,33807732,一家子都天生儒鼠,False
211338831680,601785782,儒迷们跪下[贝拉个性装扮2.0_哈哈哈哈哈],True
211338831680,601785782,儒迷们跪下[贝拉个性装扮2.0_哈哈哈哈哈],True
211338763424,698136210,up主自身不是中国人啊 在新加坡的华人,False
211338763424,698136210,up主自身不是中国人啊 在新加坡的华人,False
211338629888,622848357,蝗虫区养沙漠骆驼确实比较适合强奸罗。,True
211338615808,285272215,没问题   马拉多纳真球王就是那个身材也能干那么多事,false
211338583488,345845885,跳舞！跳舞！跳舞！,false
211338640624,622848357,所以拜仁变成了皇社,false
211338467616,34413088,哟西哟西！,false
211338491152,325912942,恶心的大部分简中恶习，非黑即白，扣帽子，搞习惯了,false
211338491152,325912942,恶心的大部分简中恶习，非黑即白，扣帽子，搞习惯了,true
211338485552,436343897,那你是不是老中，你的父母是不是老中[嗑瓜子],true
211338485552,436343897,那你是不是老中，你的父母是不是老中[嗑瓜子],true
211338484592,622848357,要不是我看了比赛，还以为巴黎战胜了拜仁,false
211338221424,1119102332,都怪你，都看不到蠕鼠们的精彩表演了[大哭],false
211338191728,23389100,换队多，是老詹的优点。[doge],false
211338058064,179160694,拜仁:？,false
211337965584,436343897,我们只是表达对呦西蔑视我们的不满罢了,false
211337965584,436343897,我们只是表达对呦西蔑视我们的不满罢了,true
211337520000,439095024,爱看，评论区简中儒孙跟着反思[嗑瓜子],false
211337520000,439095024,爱看，评论区简中儒孙跟着反思[嗑瓜子],false
211337534000,237966499,梅西球迷，爱看，多发，闹得越大越好🤣🤣🤣,false
211337534000,237966499,梅西球迷，爱看，多发，闹得越大越好🤣🤣🤣,false
211337122960,280051575,"作为商业赛事，前期某公司与阿根廷足球队洽谈于今年3月份来杭州进行友谊赛。鉴于目前众所周知的原因，据向主管部门了解，该赛事举办条件不成熟，已决定取消该赛事举办，特告！

杭州市体育局

2024年2月9日

（公告完）",false
211336959808,1119102332,蠕虫卵站起来再说话[嗑瓜子],true
211336959808,1119102332,蠕虫卵站起来再说话[嗑瓜子],true
211337001504,479357742,梅西不是迈阿密大股东吗？,false
211337001504,479357742,梅西不是迈阿密大股东吗？,false
211336941376,7808096,儒粉自嗨挺开心啊[喜极而泣],false
211336900800,280051575,尊者！,false
211336963648,14452508,厄齐尔现在怎么样了？,false
211336881600,227783310,刚刚对线了一个哟西球迷，真的很纯，没想到有这种跪着的人，他还说斯内德，哈兰德，范戴克，莱万是梅西粉丝[喜极而泣][喜极而泣][喜极而泣]然后他后面被喷的评论都删了，要不然肯定截图给你们看看,true
211336405216,1412398162,世界儒球先生，梅西五冠王破英超进球纪录夺世儒名正言顺，哈兰德法甲冠军美职联杯赛冠军不值一提[呲牙],false
211336405216,1412398162,世界儒球先生，梅西五冠王破英超进球纪录夺世儒名正言顺，哈兰德法甲冠军美职联杯赛冠军不值一提[呲牙],false
211336261808,168903253,八嘎吆西！,false
211336261808,168903253,八嘎吆西！,false
211335818928,247976922,但凡这帮舔狗们有一个懂英语的，都不会像柯基犬一样硬舔[滑稽],true
211335818928,247976922,但凡这帮舔狗们有一个懂英语的，都不会像柯基犬一样硬舔[滑稽],true
211335583728,348725666,出征还内讧起来了，害,false
211335583728,348725666,出征还内讧起来了，害,false
211334999936,11872024,还好是江苏的律师不是上海的,false
211335042768,110788,梅西世界杯决赛深度参与防守，看来他是不想赢,false
211334872576,11951492,梅西转会过来的第一个赛季不是波切蒂诺? 引进梅西之后和俱乐部一起给梅西制定战术的不是波切蒂诺?,false
211334860544,3537107003902112,没办法 初中生小学生能上网了,false
211334860544,3537107003902112,没办法 初中生小学生能上网了,false
211334891552,34945498,梅西，做的不错,false
211334891552,34945498,梅西，做的不错,false
211334675504,1496357,我当年喜欢斯内德，10年金球给呦西了，后来喜欢莱万，金球又给呦西了，当然从美洲杯为了给呦西送冠军连着三年举行开始，呦西得到什么我都毫不惊讶了[妙啊],false
211334675504,1496357,我当年喜欢斯内德，10年金球给呦西了，后来喜欢莱万，金球又给呦西了，当然从美洲杯为了给呦西送冠军连着三年举行开始，呦西得到什么我都毫不惊讶了[妙啊],false
211334721728,9251935,大圣人儒子和他的儒处总是对真相开口不语，我真的要被梅结晶这种既蠢又坏的啊q精神笑翻了，前面的那堆破事就不说了，沙特联赛水平低，结果直接给美职篮表演联赛6:0，必须承认一个事实就是美职篮的哟西已经完全被C罗完爆了，更何况C罗还大两岁，现在好像没有梅结晶说沙特是小区联赛了，如果沙特是小区，美职篮就是幼儿园[喜极而泣][喜极而泣][喜极而泣][喜极而泣],true
211334478544,3546623873387244,倒不如说孺子孺孙又开始脑补安慰自己了[笑哭],false
211334447936,3537107003902112,你就一米四吧[喜极而泣],true
211334497984,646327848,哈兰德：绷,false
211334497984,646327848,哈兰德：绷,false
211334487776,693567931,[王者拜仁_ 笑鼠],false
211334377824,3546623873387244, 孺子孺孙又高超了[吃瓜],false
211334423424,501358762,诶不看球是这样的,false
211334303856,2072656153,哈兰德成功让中国的梅结晶喜欢上自己，不用再被梅结晶骂了,false
211334355152,701386085,狗屎对打,false
211334289312,3546623873387244,无所谓，孺子孺孙会自我脑补[笑哭],false
211334257024,5132854,200,"无法确定。句子""200""没有明确的含义或上下文，因此无法判断是否是网络暴力评论。"
211334120944,2072656153,啊对对对，梅结晶说的就是真理[呲牙],false
211333898640,2072656153,大不大于法甲不知道，肯定大于美职联,false
211333865712,1461403176,邪教不是儒智牲吗？,false
211333844944,408211749,听说让猫猫狗狗一定距离内一起吃饭能培养感情，因为吃饭是小动物最放松的时候，up可以多试试,false
211333844944,408211749,听说让猫猫狗狗一定距离内一起吃饭能培养感情，因为吃饭是小动物最放松的时候，up可以多试试,false
211333098784,1295006631,祖训背的溜,false
211333084496,560816149,诺坎普安静太帅了,false
211333220512,340508390,看小岛就是图一乐 全当真就是你的不对了,false
211333220512,340508390,看小岛就是图一乐 全当真就是你的不对了,false
211333056912,526103386,你真幽默呢，偷换啥概念呢？别人来我面前手都伸出来不握，别管利益不利益基本礼貌都没有我指定一巴掌过去,true
211332369360,23438141,确实，被侵犯数量低的很，被俱乐部裁判对手保护的明明白白的，一看没伤过几次就知道了。什么美洲比赛还不如欧洲比赛身体强度高，技术也不行，就这个身高随便来个范戴克或者水爷就能防的死死的，就金球奖那堆人喜欢营造什么传控球王，笑死个人[哦呼],true
211332233072,394193782,01:21 这这这这...“哟西”造型？？[OK][OK][微笑][妙啊],false
211332144384,13377532,但某群体多了一张干爹体验卡[嘘声],false
211332144384,13377532,但某群体多了一张干爹体验卡[嘘声],false
211331940560,623541844,好好好🤣🤣🤣广东抽奖诸如,false
211331940560,623541844,好好好🤣🤣🤣广东抽奖诸如,false
211331887760,13377532,牢鼠们一边用着他们这几年骂C罗的词汇骂哈兰德不配金球奖和世界足球先生，一边被哈兰德在无良记者引导下夸梅西的场面话整到gc又来开团C罗让他跪下[给心心][给心心][给心心][给心心][给心心][给心心],True
211331887760,13377532,牢鼠们一边用着他们这几年骂C罗的词汇骂哈兰德不配金球奖和世界足球先生，一边被哈兰德在无良记者引导下夸梅西的场面话整到gc又来开团C罗让他跪下[给心心][给心心][给心心][给心心][给心心][给心心],True
211331872720,21657331,宇聊球这墙头草，为了流量啥脸都不要了。,True
211331110672,2980063,建议给他球裤加两个口袋,False
211330973504,506182475,结果稀罗的跑动距离还不如咩西,False
211330868128,20766134,经典闹嘛了 你爹都闹到美国了  也是真的麻了 乐 成了真过街老鼠,False
211330745136,411530339,[大笑],False
211330521088,402920302,讲的太好了up,False
211330521088,402920302,讲的太好了up,False
211330402960,298202409,扯犊子，小岛是7分真3分假，疯狂的夹带私货攻击港府,True
211330402960,298202409,扯犊子，小岛是7分真3分假，疯狂的夹带私货攻击港府,True
211330347168,371560408,开始了开始了，翻头转脸怒骂爹，倒反天罡情义绝[滑稽][滑稽][滑稽][滑稽],False
211330347168,371560408,开始了开始了，翻头转脸怒骂爹，倒反天罡情义绝[滑稽][滑稽][滑稽][滑稽],False
211330335184,355645043,好多懂哥[奋斗],False
211330188032,23147106,咋没人骂啊？,True
211330057440,23147106,呦西,False
211329938304,4559241,姆总被偷了好几个金球[doge],False
211329767520,214682120,所以球员都累的跟狗一样，只有梅球王和姆总永远年轻,False
211329766016,31280954,好奇问一下，阿根廷现在和我们关系如何，如果梅西站我们回阿根廷会怎么样？,True
211329717472,409339127,八嘎呀路！,False
211329524576,148886406,c罗炮轰曼联 梅西谈巴黎 谁才是营销之王,False
211329524576,148886406,c罗炮轰曼联 梅西谈巴黎 谁才是营销之王,False
211329399824,347029995,爱怎么用就怎么用，关你屁事,True
211329399824,347029995,爱怎么用就怎么用，关你屁事,False
211329471888,383741141,历史是可以被回溯性构建的，这种历史地位本来就不是客观的，数量庞大的中国球迷的失望再加上对以后新球迷的影响，我只能说不能小看。,False
211329466768,381203993,清醒一下吧，这种人还值得崇拜时代的悲哀,False
211329459408,99959779,上赛季对足球根本就没有积极影响——被巴黎扫出门，欧冠提早出局——旷工去沙特拍广告——逃出五大联赛,False
211329459408,99959779,上赛季对足球根本就没有积极影响——被巴黎扫出门，欧冠提早出局——旷工去沙特拍广告——逃出五大联赛,False
211329029248,190183165,牛的,False
211328997536,102721424,回复 :会，十年这些人还死不了[喜极而泣],True
